Date,GPRD,GPRD_MA7
2024-08-18 00:00:00-0500,"72,21","128,74"
2024-08-19 00:00:00-0500,"136,53","131,34"
2024-08-20 00:00:00-0500,"151,47","131,32"
2024-08-21 00:00:00-0500,"140,69","126,31"
2024-08-22 00:00:00-0500,"184,37","133,61"
2024-08-23 00:00:00-0500,"143,76","137,16"
2024-08-24 00:00:00-0500,"87,32","130,91"
2024-08-25 00:00:00-0500,"110,73","136,41"
2024-08-26 00:00:00-0500,"176,03","142,05"
2024-08-27 00:00:00-0500,"174,35","145,32"
2024-08-28 00:00:00-0500,"156,19","147,54"
2024-08-29 00:00:00-0500,"132,50","140,13"
2024-08-30 00:00:00-0500,"166,55","143,38"
2024-08-31 00:00:00-0500,"124,58","148,70"
2024-09-01 00:00:00-0500,"113,67","149,12"
2024-09-02 00:00:00-0500,"145,51","144,76"
2024-09-03 00:00:00-0500,"171,23","144,32"
2024-09-04 00:00:00-0500,"180,32","147,77"
2024-09-05 00:00:00-0500,"141,97","149,12"
2024-09-06 00:00:00-0500,"100,38","139,66"
2024-09-07 00:00:00-0500,"90,48","134,79"
2024-09-08 00:00:00-0500,"119,83","135,67"
2024-09-09 00:00:00-0500,"146,76","135,85"
2024-09-10 00:00:00-0500,"97,61","125,34"
2024-09-11 00:00:00-0500,"212,91","129,99"
2024-09-12 00:00:00-0500,"103,11","124,44"
2024-09-13 00:00:00-0500,"185,64","136,62"
2024-09-14 00:00:00-0500,"100,38","138,04"
2024-09-15 00:00:00-0500,"55,87","128,90"
2024-09-16 00:00:00-0500,"88,97","120,64"
2024-09-17 00:00:00-0500,"100,79","121,10"
2024-09-18 00:00:00-0500,"122,01","108,11"
2024-09-19 00:00:00-0500,"93,75","106,77"
2024-09-20 00:00:00-0500,"175,54","105,33"
2024-09-21 00:00:00-0500,"90,29","103,89"
2024-09-22 00:00:00-0500,"8,95","97,19"
2024-09-23 00:00:00-0500,"158,10","107,06"
2024-09-24 00:00:00-0500,"161,12","115,68"
2024-09-25 00:00:00-0500,"175,30","123,29"
2024-09-26 00:00:00-0500,"234,46","143,39"
2024-09-27 00:00:00-0500,"134,85","137,58"
2024-09-28 00:00:00-0500,"66,58","134,20"
2024-09-29 00:00:00-0500,"102,35","147,54"
2024-09-30 00:00:00-0500,"160,49","147,88"
2024-10-01 00:00:00-0500,"135,87","144,27"
2024-10-02 00:00:00-0500,"178,71","144,76"
2024-10-03 00:00:00-0500,"237,06","145,13"
2024-10-04 00:00:00-0500,"144,28","146,48"
2024-10-05 00:00:00-0500,"72,46","147,32"
2024-10-06 00:00:00-0500,"89,29","145,45"
2024-10-07 00:00:00-0500,"80,63","134,04"
2024-10-08 00:00:00-0500,"98,39","128,69"
2024-10-09 00:00:00-0500,"137,03","122,73"
2024-10-10 00:00:00-0500,"119,59","105,95"
2024-10-11 00:00:00-0500,"157,45","107,83"
2024-10-12 00:00:00-0500,"96,02","111,20"
2024-10-13 00:00:00-0500,"52,17","105,90"
2024-10-14 00:00:00-0500,"151,47","116,02"
2024-10-15 00:00:00-0500,"125,71","119,92"
2024-10-16 00:00:00-0500,"117,64","117,15"
2024-10-17 00:00:00-0500,"104,24","114,96"
2024-10-18 00:00:00-0500,"124,89","110,31"
2024-10-19 00:00:00-0500,"72,25","106,91"
2024-10-20 00:00:00-0500,"78,04","110,61"
2024-10-21 00:00:00-0500,"119,06","105,98"
2024-10-22 00:00:00-0500,"214,58","118,67"
2024-10-23 00:00:00-0500,"215,88","132,71"
2024-10-24 00:00:00-0500,"136,47","137,31"
2024-10-25 00:00:00-0500,"170,63","143,84"
2024-10-26 00:00:00-0500,"114,40","149,87"
2024-10-27 00:00:00-0500,"95,39","152,34"
2024-10-28 00:00:00-0500,"145,17","156,07"
2024-10-29 00:00:00-0500,"161,12","148,44"
2024-10-30 00:00:00-0500,"134,46","136,81"
2024-10-31 00:00:00-0500,"134,37","136,51"
2024-11-01 00:00:00-0500,"131,07","130,85"
2024-11-02 00:00:00-0500,"79,76","125,91"
2024-11-03 00:00:00-0500,"101,41","126,76"
2024-11-04 00:00:00-0500,"114,69","122,41"
2024-11-05 00:00:00-0500,"57,55","107,62"
2024-11-06 00:00:00-0500,"120,14","105,57"
2024-11-07 00:00:00-0500,"98,97","100,51"
2024-11-08 00:00:00-0500,"109,08","97,37"
2024-11-09 00:00:00-0500,"77,40","97,03"
2024-11-10 00:00:00-0500,"54,01","90,26"
2024-11-11 00:00:00-0500,"154,23","95,91"
2024-11-12 00:00:00-0500,"106,86","102,96"
2024-11-13 00:00:00-0500,"116,99","102,50"
2024-11-14 00:00:00-0500,"58,84","96,77"
2024-11-15 00:00:00-0500,"97,91","95,17"
2024-11-16 00:00:00-0500,"97,11","97,99"
2024-11-17 00:00:00-0500,"24,72","93,81"
2024-11-18 00:00:00-0500,"245,91","106,90"
2024-11-19 00:00:00-0500,"197,48","119,85"
2024-11-20 00:00:00-0500,"195,53","131,07"
2024-11-21 00:00:00-0500,"194,50","150,45"
2024-11-22 00:00:00-0500,"96,93","150,31"
2024-11-23 00:00:00-0500,"183,45","162,65"
2024-11-24 00:00:00-0500,"85,60","171,34"
2024-11-25 00:00:00-0500,"123,71","153,88"
2024-11-26 00:00:00-0500,"169,26","149,85"
2024-11-27 00:00:00-0500,"199,63","150,44"
2024-11-28 00:00:00-0500,"176,28","147,83"
2024-11-29 00:00:00-0500,"226,97","166,41"
2024-11-30 00:00:00-0500,"106,14","155,37"
2024-12-01 00:00:00-0500,"184,54","169,50"
2024-12-02 00:00:00-0500,"197,00","179,97"
2024-12-03 00:00:00-0500,"165,63","179,46"
2024-12-04 00:00:00-0500,"137,17","170,53"
2024-12-05 00:00:00-0500,"127,92","163,62"
2024-12-06 00:00:00-0500,"150,85","152,75"
2024-12-07 00:00:00-0500,"146,14","158,46"
2024-12-08 00:00:00-0500,"66,42","141,59"
2024-12-09 00:00:00-0500,"172,08","138,03"
2024-12-10 00:00:00-0500,"189,81","141,48"
2024-12-11 00:00:00-0500,"153,94","143,88"
2024-12-12 00:00:00-0500,"233,83","159,01"
2024-12-13 00:00:00-0500,"191,75","164,85"
2024-12-14 00:00:00-0500,"102,27","158,59"
2024-12-15 00:00:00-0500,"64,41","158,30"
2024-12-16 00:00:00-0500,"187,50","160,50"
2024-12-17 00:00:00-0500,"133,57","152,47"
2024-12-18 00:00:00-0500,"176,00","155,62"
2024-12-19 00:00:00-0500,"152,89","144,06"
2024-12-20 00:00:00-0500,"128,64","135,04"
2024-12-21 00:00:00-0500,"89,53","133,22"
2024-12-22 00:00:00-0500,"37,22","129,34"
2024-12-23 00:00:00-0500,"146,57","123,49"
2024-12-24 00:00:00-0500,"143,70","124,94"
2024-12-25 00:00:00-0500,"120,77","117,05"
2024-12-26 00:00:00-0500,"124,00","112,92"
2024-12-27 00:00:00-0500,"168,56","118,62"
2024-12-28 00:00:00-0500,"106,21","121,00"
2024-12-29 00:00:00-0500,"79,41","127,03"
2024-12-30 00:00:00-0500,"108,20","121,55"
2024-12-31 00:00:00-0500,"63,55","110,10"
2025-01-01 00:00:00-0500,"113,51","109,06"
2025-01-02 00:00:00-0500,"198,89","119,76"
2025-01-03 00:00:00-0500,"138,02","115,40"
2025-01-04 00:00:00-0500,"70,36","110,28"
2025-01-05 00:00:00-0500,"48,29","105,83"
2025-01-06 00:00:00-0500,"98,32","104,42"
2025-01-07 00:00:00-0500,"118,53","112,27"
2025-01-08 00:00:00-0500,"70,75","106,17"
2025-01-09 00:00:00-0500,"124,30","95,51"
2025-01-10 00:00:00-0500,"65,77","85,19"
2025-01-11 00:00:00-0500,"77,55","86,22"
2025-01-12 00:00:00-0500,"91,76","92,43"
2025-01-13 00:00:00-0500,"110,42","94,16"
2025-01-14 00:00:00-0500,"151,23","98,83"
2025-01-15 00:00:00-0500,"175,72","113,82"
2025-01-16 00:00:00-0500,"89,36","108,83"
2025-01-17 00:00:00-0500,"78,01","110,58"
2025-01-18 00:00:00-0500,"94,83","113,05"
2025-01-19 00:00:00-0500,"77,04","110,94"
2025-01-20 00:00:00-0500,"180,97","121,02"
2025-01-21 00:00:00-0500,"55,32","107,32"
2025-01-22 00:00:00-0500,"175,03","107,22"
2025-01-23 00:00:00-0500,"133,30","113,50"
2025-01-24 00:00:00-0500,"155,18","124,52"
2025-01-25 00:00:00-0500,"103,95","125,83"
2025-01-26 00:00:00-0500,"120,77","132,08"
2025-01-27 00:00:00-0500,"218,83","137,48"
2025-01-28 00:00:00-0500,"184,79","155,98"
2025-01-29 00:00:00-0500,"111,11","146,85"
2025-01-30 00:00:00-0500,"140,82","147,92"
2025-01-31 00:00:00-0500,"127,41","143,95"
2025-02-01 00:00:00-0500,"77,04","140,11"
2025-02-02 00:00:00-0500,"71,05","133,01"
2025-02-03 00:00:00-0500,"174,73","126,71"
2025-02-04 00:00:00-0500,"140,69","120,41"
2025-02-05 00:00:00-0500,"168,88","128,66"
2025-02-06 00:00:00-0500,"161,26","131,58"
2025-02-07 00:00:00-0500,"140,07","133,39"
2025-02-08 00:00:00-0500,"168,58","146,46"
2025-02-09 00:00:00-0500,"0,00","136,31"
2025-02-10 00:00:00-0500,"81,36","122,98"
